Label,NALT_URI
Corsicus roseipennis,https://lod.nal.usda.gov/nalt/29305
Nabis punctipes,https://lod.nal.usda.gov/nalt/29305_1
Reduviolus roseipennis,https://lod.nal.usda.gov/nalt/29305_2
intercellular adhesion molecules,https://lod.nal.usda.gov/nalt/293054
leukocyte adhesion molecules,https://lod.nal.usda.gov/nalt/293054_1
Kampmannia,https://lod.nal.usda.gov/nalt/29306
CD326 antigen,https://lod.nal.usda.gov/nalt/293063
CD326 protein,https://lod.nal.usda.gov/nalt/293063_1
Uruguayan pampas grass,https://lod.nal.usda.gov/nalt/29307
microbial biocathodes,https://lod.nal.usda.gov/nalt/293071
microbial cathodes,https://lod.nal.usda.gov/nalt/293071_1
microbial anodes,https://lod.nal.usda.gov/nalt/293080
microbial bioanodes,https://lod.nal.usda.gov/nalt/293080_1
cobalt sulphide,https://lod.nal.usda.gov/nalt/293095
cobaltous sulfide,https://lod.nal.usda.gov/nalt/293095_1
Krebs-Henseleit cycle,https://lod.nal.usda.gov/nalt/293111
Krebs-Henseleit pathway,https://lod.nal.usda.gov/nalt/293111_1
ornithine cycle,https://lod.nal.usda.gov/nalt/293111_2
ornithine-urea cycle,https://lod.nal.usda.gov/nalt/293111_3
urea biosynthesis,https://lod.nal.usda.gov/nalt/293111_4
CD54 antigens,https://lod.nal.usda.gov/nalt/293119
ICAM-1 (intercellular adhesion molecule-1),https://lod.nal.usda.gov/nalt/293119_1
Corticium rolfsii,https://lod.nal.usda.gov/nalt/29312
Sclerotium rolfsii,https://lod.nal.usda.gov/nalt/29312_1
carbon counter electrodes,https://lod.nal.usda.gov/nalt/293128
carbon paste electrodes,https://lod.nal.usda.gov/nalt/293128_1
graphite electrodes,https://lod.nal.usda.gov/nalt/293128_2
carbon dots,https://lod.nal.usda.gov/nalt/293145
carbon-based dots,https://lod.nal.usda.gov/nalt/293145_1
fluorescent carbon nanoparticles,https://lod.nal.usda.gov/nalt/293145_2
aptamer sensing,https://lod.nal.usda.gov/nalt/293154
aptameric sensors,https://lod.nal.usda.gov/nalt/293154_1
DNA aptamers,https://lod.nal.usda.gov/nalt/293157
DNA oligonucleotide ligands,https://lod.nal.usda.gov/nalt/293157_1
RNA aptamers,https://lod.nal.usda.gov/nalt/293157_2
RNA oligonucleotide ligands,https://lod.nal.usda.gov/nalt/293157_3
Calophyllum calaba auct.,https://lod.nal.usda.gov/nalt/293188
Corticium praticola,https://lod.nal.usda.gov/nalt/29319
Corticium solani,https://lod.nal.usda.gov/nalt/29319_1
Moniliopsis aderholdii,https://lod.nal.usda.gov/nalt/29319_2
Pellicularia filamentosa,https://lod.nal.usda.gov/nalt/29319_3
Pellicularia sasakii,https://lod.nal.usda.gov/nalt/29319_4
Rhizoctonia macrosclerotia,https://lod.nal.usda.gov/nalt/29319_5
Rhizoctonia praticola,https://lod.nal.usda.gov/nalt/29319_6
Rhizoctonia solani,https://lod.nal.usda.gov/nalt/29319_7
Thanatephorus praticola,https://lod.nal.usda.gov/nalt/29319_8
cat family,https://lod.nal.usda.gov/nalt/2932
felids,https://lod.nal.usda.gov/nalt/2932_1
leopards,https://lod.nal.usda.gov/nalt/2932_2
lionesses,https://lod.nal.usda.gov/nalt/2932_3
lions,https://lod.nal.usda.gov/nalt/2932_4
Anisantha madritensis,https://lod.nal.usda.gov/nalt/293204
Bromus villosus,https://lod.nal.usda.gov/nalt/293204_1
Rhizophora parviflora,https://lod.nal.usda.gov/nalt/293208
corticoliberin,https://lod.nal.usda.gov/nalt/29321
corticotropin-releasing factor,https://lod.nal.usda.gov/nalt/29321_1
Buchenavia capitata,https://lod.nal.usda.gov/nalt/293211
Bucida buceras,https://lod.nal.usda.gov/nalt/293212
Bumelia lanuginosa,https://lod.nal.usda.gov/nalt/293214
Buprestis elongata,https://lod.nal.usda.gov/nalt/293216
Buprestis virens,https://lod.nal.usda.gov/nalt/293216_1
rough-legged hawk,https://lod.nal.usda.gov/nalt/293219
red-shouldered hawk,https://lod.nal.usda.gov/nalt/293224
ferruginous hawk,https://lod.nal.usda.gov/nalt/293228
Ridgway's hawk,https://lod.nal.usda.gov/nalt/293233
Swainson's hawks,https://lod.nal.usda.gov/nalt/293236
Lapland longspur,https://lod.nal.usda.gov/nalt/293248
pine canker,https://lod.nal.usda.gov/nalt/293252
semipalmated sandpiper,https://lod.nal.usda.gov/nalt/293256
Gambel's quail,https://lod.nal.usda.gov/nalt/293261
Lophortyx gambelii,https://lod.nal.usda.gov/nalt/293261_1
scaled quail,https://lod.nal.usda.gov/nalt/293265
Johnson's hairstreak,https://lod.nal.usda.gov/nalt/293273
Loranthomitoura johnsoni,https://lod.nal.usda.gov/nalt/293273_1
Mitoura johnsoni,https://lod.nal.usda.gov/nalt/293273_2
brown mistletoe hairstreak,https://lod.nal.usda.gov/nalt/293273_3
Northern fur seal,https://lod.nal.usda.gov/nalt/293278
hypophysiotropic hormones,https://lod.nal.usda.gov/nalt/29329
hypothalamic releasing factor,https://lod.nal.usda.gov/nalt/29329_1
hypothalamic releasing hormones,https://lod.nal.usda.gov/nalt/29329_2
pituitary hormone releasing hormones,https://lod.nal.usda.gov/nalt/29329_3
Kobresia simpliciuscula,https://lod.nal.usda.gov/nalt/293291
Hylocichia mustelina,https://lod.nal.usda.gov/nalt/293294
Swainson's thrush,https://lod.nal.usda.gov/nalt/293296
cheetah,https://lod.nal.usda.gov/nalt/2933
corticoviruses,https://lod.nal.usda.gov/nalt/29330
Cephaleia abietis,https://lod.nal.usda.gov/nalt/293302
Ceratocephala orthoceras,https://lod.nal.usda.gov/nalt/293304
Ranunculus testiculatus,https://lod.nal.usda.gov/nalt/293304_1
Ceratocystis minor,https://lod.nal.usda.gov/nalt/293307
Ophiostoma minor,https://lod.nal.usda.gov/nalt/293307_1
PM2 Phage group,https://lod.nal.usda.gov/nalt/29331
Ceratocystis pilifera,https://lod.nal.usda.gov/nalt/293310
Ceratonova shasta,https://lod.nal.usda.gov/nalt/293313
Cercocarpus montanus var. paucidentatus,https://lod.nal.usda.gov/nalt/293315
Cercocarpus parvifolius var. paucidentatus,https://lod.nal.usda.gov/nalt/293315_1
hydrocortisone,https://lod.nal.usda.gov/nalt/29332
blue monkey,https://lod.nal.usda.gov/nalt/293320
Cervus elaphus nannodes,https://lod.nal.usda.gov/nalt/293324
Cervus elaphus roosevelti,https://lod.nal.usda.gov/nalt/293327
Perognathus fallax,https://lod.nal.usda.gov/nalt/293329
San Diego pocket mouse,https://lod.nal.usda.gov/nalt/293329_1
Aegialitis vocifera,https://lod.nal.usda.gov/nalt/293338
Charadrius vociferous,https://lod.nal.usda.gov/nalt/293338_1
Oxyechus vociferus,https://lod.nal.usda.gov/nalt/293338_2
Bignonia linearis,https://lod.nal.usda.gov/nalt/293344
Chilopsis saligna,https://lod.nal.usda.gov/nalt/293344_1
Danthonia flavescens,https://lod.nal.usda.gov/nalt/293347
Danthonia raoulii,https://lod.nal.usda.gov/nalt/293347_1
Danthonia raoulii var. flavescens,https://lod.nal.usda.gov/nalt/293347_2
Danthonia rigida,https://lod.nal.usda.gov/nalt/293347_3
Castanea sempervirens,https://lod.nal.usda.gov/nalt/293356
Castanopsis sempervirens,https://lod.nal.usda.gov/nalt/293356_1
Cryphonectria cubensis,https://lod.nal.usda.gov/nalt/293362
Antia,https://lod.nal.usda.gov/nalt/293365
Haitiella,https://lod.nal.usda.gov/nalt/293365_1
yellow-billed cuckoo,https://lod.nal.usda.gov/nalt/293368
mangrove cuckoo,https://lod.nal.usda.gov/nalt/293373
Coeloides brunneri,https://lod.nal.usda.gov/nalt/293376
Patagioenas fasciata,https://lod.nal.usda.gov/nalt/293383
band-tailed pigeon,https://lod.nal.usda.gov/nalt/293383_1
Colutea arborescens var. bullata,https://lod.nal.usda.gov/nalt/293389
dobsonflies,https://lod.nal.usda.gov/nalt/29339
fishflies,https://lod.nal.usda.gov/nalt/29339_1
lemon wheat blossom midge,https://lod.nal.usda.gov/nalt/293395
yellow wheat blossom midge,https://lod.nal.usda.gov/nalt/293395_1
Apanteles solitarius,https://lod.nal.usda.gov/nalt/293411
corn crake,https://lod.nal.usda.gov/nalt/293416
corncrake,https://lod.nal.usda.gov/nalt/293416_1
megalopterans,https://lod.nal.usda.gov/nalt/29342
Corydalis bulbosa,https://lod.nal.usda.gov/nalt/29347
Phaeotremella fagi,https://lod.nal.usda.gov/nalt/293488
Psoralea cinerea,https://lod.nal.usda.gov/nalt/293495
Opuntia fulgida,https://lod.nal.usda.gov/nalt/293501
jumping cholla,https://lod.nal.usda.gov/nalt/293501_1
Opuntia spinosior,https://lod.nal.usda.gov/nalt/293503
Opuntia whipplei var. spinosior,https://lod.nal.usda.gov/nalt/293503_1
Gunnison's prairie dog,https://lod.nal.usda.gov/nalt/293507
Corydalis ochroleuca,https://lod.nal.usda.gov/nalt/29351
Fumaria alba,https://lod.nal.usda.gov/nalt/29351_1
white-tailed prairie dog,https://lod.nal.usda.gov/nalt/293511
Utah prairie dog,https://lod.nal.usda.gov/nalt/293518
black swift,https://lod.nal.usda.gov/nalt/293523
Mearns's quail,https://lod.nal.usda.gov/nalt/293527
Montezuma quail,https://lod.nal.usda.gov/nalt/293527_1
Acacia flexicaulis,https://lod.nal.usda.gov/nalt/293531
Chloroleucon ebano,https://lod.nal.usda.gov/nalt/293531_1
Mimosa ebano,https://lod.nal.usda.gov/nalt/293531_2
Pithecellobium ebano,https://lod.nal.usda.gov/nalt/293531_3
Pithecellobium flexicaule,https://lod.nal.usda.gov/nalt/293531_4
Zygia flexicaulis,https://lod.nal.usda.gov/nalt/293531_1_4
spike winterhazel,https://lod.nal.usda.gov/nalt/29354
Mimulus glabratus,https://lod.nal.usda.gov/nalt/293545
Fraxinus cubensis,https://lod.nal.usda.gov/nalt/293548
Fraxinus americana var. profunda,https://lod.nal.usda.gov/nalt/293551
Fraxinus tomentosa auct.,https://lod.nal.usda.gov/nalt/293551_1
Fremontia californica,https://lod.nal.usda.gov/nalt/293554
Chamaespartium tridentatum,https://lod.nal.usda.gov/nalt/293557
Genistella tridentata,https://lod.nal.usda.gov/nalt/293557_1
Turkish hazelnut,https://lod.nal.usda.gov/nalt/29356
Prioria balsamiferum,https://lod.nal.usda.gov/nalt/293561
Pterygopodium balsamiferum,https://lod.nal.usda.gov/nalt/293561_1
Cydia delineana,https://lod.nal.usda.gov/nalt/293564
Polyalthia suaveolens,https://lod.nal.usda.gov/nalt/293566
Talipariti elatum,https://lod.nal.usda.gov/nalt/293568
Siberian hazelnut,https://lod.nal.usda.gov/nalt/29357
Firmiana barteri,https://lod.nal.usda.gov/nalt/293570
Sterculia barteri,https://lod.nal.usda.gov/nalt/293570_1
Trachylobium hornemannianum,https://lod.nal.usda.gov/nalt/293573
Trachylobium verrucosum,https://lod.nal.usda.gov/nalt/293573_1
Dugaldia hoopesii,https://lod.nal.usda.gov/nalt/293576
Helenium hoopesii,https://lod.nal.usda.gov/nalt/293576_1
Juglans cathayensis var. formosana,https://lod.nal.usda.gov/nalt/293579
Juglans collapsa,https://lod.nal.usda.gov/nalt/293579_1
Juglans draconis,https://lod.nal.usda.gov/nalt/293579_2
Juglans formosana,https://lod.nal.usda.gov/nalt/293579_3
manchurian walnut,https://lod.nal.usda.gov/nalt/293579_4
giant filbert,https://lod.nal.usda.gov/nalt/29358
Juglans rupestris,https://lod.nal.usda.gov/nalt/293585
Juglans subrupestris,https://lod.nal.usda.gov/nalt/293585_1
Juglans columbiensis,https://lod.nal.usda.gov/nalt/293588
Juglans honorei,https://lod.nal.usda.gov/nalt/293588_1
Aira cristata,https://lod.nal.usda.gov/nalt/293594
Aira macrantha,https://lod.nal.usda.gov/nalt/293594_1
Koeleria albescens auct.,https://lod.nal.usda.gov/nalt/293594_2
Koeleria cristata auct.,https://lod.nal.usda.gov/nalt/293594_3
Koeleria gracilis,https://lod.nal.usda.gov/nalt/293594_4
Koeleria mukdenensis,https://lod.nal.usda.gov/nalt/293594_1_4
Koeleria nitida,https://lod.nal.usda.gov/nalt/293594_2_4
Koeleria pyramidata auct.,https://lod.nal.usda.gov/nalt/293594_3_4
Jassidae,https://lod.nal.usda.gov/nalt/2936
leaf hoppers,https://lod.nal.usda.gov/nalt/2936_1
leafhoppers,https://lod.nal.usda.gov/nalt/2936_2
sharpshooters,https://lod.nal.usda.gov/nalt/2936_3
Kunzea peduncularis,https://lod.nal.usda.gov/nalt/293603
Leptospermum ericoides,https://lod.nal.usda.gov/nalt/293603_1
Corticium fuciforme,https://lod.nal.usda.gov/nalt/293606
Hypochnus fuciformis,https://lod.nal.usda.gov/nalt/293606_1
Isaria fuciformis,https://lod.nal.usda.gov/nalt/293606_2
Phanerochaete fuciformis,https://lod.nal.usda.gov/nalt/293606_3
Lagerstroemia lanceolata,https://lod.nal.usda.gov/nalt/293612
white-tailed ptarmigan,https://lod.nal.usda.gov/nalt/293615
Chaenobryttus gulosus,https://lod.nal.usda.gov/nalt/293624
Ferula multifida,https://lod.nal.usda.gov/nalt/293628
Leptotaenia dissectum,https://lod.nal.usda.gov/nalt/293628_1
Leptotaenia multifida,https://lod.nal.usda.gov/nalt/293628_2
Smyrnium nudicaule,https://lod.nal.usda.gov/nalt/293632
Lophira procera,https://lod.nal.usda.gov/nalt/293634
Lophira alata auct.,https://lod.nal.usda.gov/nalt/293637
Chlorophora tinctoria,https://lod.nal.usda.gov/nalt/293646
Morus tinctoria,https://lod.nal.usda.gov/nalt/293646_1
Mimusops huberi,https://lod.nal.usda.gov/nalt/293649
Mimusops kauki,https://lod.nal.usda.gov/nalt/293651
Cryphonectria havanensis,https://lod.nal.usda.gov/nalt/293653
Dimorphandra excelsa,https://lod.nal.usda.gov/nalt/293658
Dimorphandra mora,https://lod.nal.usda.gov/nalt/293658_1
Vilfa richardsonis,https://lod.nal.usda.gov/nalt/293662
Clethrionomys gapperi,https://lod.nal.usda.gov/nalt/293664
Evotomys carolinensis,https://lod.nal.usda.gov/nalt/293664_1
Evotomys galei,https://lod.nal.usda.gov/nalt/293664_2
Evotomys idahoensis,https://lod.nal.usda.gov/nalt/293664_3
Evotomys occidentalis,https://lod.nal.usda.gov/nalt/293664_4
Evotomys phaeus,https://lod.nal.usda.gov/nalt/293664_1_4
Southern red-backed vole,https://lod.nal.usda.gov/nalt/293664_2_4
Clethrionomys rutilus,https://lod.nal.usda.gov/nalt/293671
Myriophyllum exalbescens,https://lod.nal.usda.gov/nalt/293674
Nelumbo nucifera subsp. lutea,https://lod.nal.usda.gov/nalt/293677
Nelumbo pentapetala,https://lod.nal.usda.gov/nalt/293677_1
Nymphaea pentapetala,https://lod.nal.usda.gov/nalt/293677_2
Statice ovalifolia,https://lod.nal.usda.gov/nalt/293689
Statice dodartii,https://lod.nal.usda.gov/nalt/293691
Spartina argentinensis,https://lod.nal.usda.gov/nalt/293695
Spartina junciformis,https://lod.nal.usda.gov/nalt/293695_1
Sporobolus spartinus,https://lod.nal.usda.gov/nalt/293695_2
Vilfa spartinae,https://lod.nal.usda.gov/nalt/293695_3
angulate leafhopper,https://lod.nal.usda.gov/nalt/2937
filberts,https://lod.nal.usda.gov/nalt/29370
hazel nuts,https://lod.nal.usda.gov/nalt/29370_1
Jenkinsia (Apocynaceae),https://lod.nal.usda.gov/nalt/293700
Vicarya,https://lod.nal.usda.gov/nalt/293700_1
Syntherisma digitata,https://lod.nal.usda.gov/nalt/293705
naked crabgrass,https://lod.nal.usda.gov/nalt/293705_1
Ferula galbaniflua,https://lod.nal.usda.gov/nalt/293712
Chlorocodon whitei,https://lod.nal.usda.gov/nalt/293715
Allium scabrellum,https://lod.nal.usda.gov/nalt/293717
Laurus melissifolia,https://lod.nal.usda.gov/nalt/293719
Brunnichia cirrhosa,https://lod.nal.usda.gov/nalt/293721
Rajania ovata,https://lod.nal.usda.gov/nalt/293721_1
Commelina dubia,https://lod.nal.usda.gov/nalt/293747
Zosterella dubia,https://lod.nal.usda.gov/nalt/293747_1
water stargrass,https://lod.nal.usda.gov/nalt/293747_2
Eucalyptus calophylla,https://lod.nal.usda.gov/nalt/29375
Corylus rostrata var. mitis,https://lod.nal.usda.gov/nalt/293754
Corylus sieboldiana var. mitis,https://lod.nal.usda.gov/nalt/293754_1
Eucalyptus citriodora,https://lod.nal.usda.gov/nalt/29376
Corylus mandshurica,https://lod.nal.usda.gov/nalt/293760
Eucalyptus maculata,https://lod.nal.usda.gov/nalt/29377
Eucalyptus torelliana,https://lod.nal.usda.gov/nalt/29378
Urirandra madagascariensis,https://lod.nal.usda.gov/nalt/293812
Trifolium xerocephalum,https://lod.nal.usda.gov/nalt/293815
Sponia andersonii,https://lod.nal.usda.gov/nalt/293818
Ballota rupestris,https://lod.nal.usda.gov/nalt/293821
Marrubium hispanicum,https://lod.nal.usda.gov/nalt/293821_1
Inula crithmoides,https://lod.nal.usda.gov/nalt/293825
Canthium subcordatum,https://lod.nal.usda.gov/nalt/293828
Clematis mandshurica,https://lod.nal.usda.gov/nalt/293831
Clematis recta var. mandshurica,https://lod.nal.usda.gov/nalt/293831_1
Fumaria decumbens,https://lod.nal.usda.gov/nalt/293836
Corydalis ambigua var. amurensis,https://lod.nal.usda.gov/nalt/293838
Chenopodium foetidum,https://lod.nal.usda.gov/nalt/293842
Chenopodium schraderianum,https://lod.nal.usda.gov/nalt/293842_1
sand bittercress,https://lod.nal.usda.gov/nalt/293845
Castanea purpurella,https://lod.nal.usda.gov/nalt/293852
Castanopsis hystrix,https://lod.nal.usda.gov/nalt/293852_1
Asphodelus altaicus,https://lod.nal.usda.gov/nalt/293856
Cheiranthus linifolius,https://lod.nal.usda.gov/nalt/293858
Corynanthe johimbe,https://lod.nal.usda.gov/nalt/29386
Filago leontopodioides,https://lod.nal.usda.gov/nalt/293861
Thymus moesiacus,https://lod.nal.usda.gov/nalt/293863
Capparis membranacea,https://lod.nal.usda.gov/nalt/293869
Sclerocactus glaucus auct. div.,https://lod.nal.usda.gov/nalt/293871
Crataegus latifolia,https://lod.nal.usda.gov/nalt/293874
Pyrus decipiens,https://lod.nal.usda.gov/nalt/293874_1
Pyrus rotundifolia,https://lod.nal.usda.gov/nalt/293874_2
Sorbus bristoliensis,https://lod.nal.usda.gov/nalt/293874_3
Sorbus devoniensis,https://lod.nal.usda.gov/nalt/293874_4
Tounatea langsdorffii,https://lod.nal.usda.gov/nalt/293886
Aloe nobilis,https://lod.nal.usda.gov/nalt/293888
Manis temmincki,https://lod.nal.usda.gov/nalt/293890
Smutsia temminckii,https://lod.nal.usda.gov/nalt/293890_1
Temminck's pangolin,https://lod.nal.usda.gov/nalt/293890_2
cape pangolin,https://lod.nal.usda.gov/nalt/293890_3
Aegiphilaceae,https://lod.nal.usda.gov/nalt/2939
Ajugaceae,https://lod.nal.usda.gov/nalt/2939_1
Chloanthaceae,https://lod.nal.usda.gov/nalt/2939_2
Dicrastylidaceae,https://lod.nal.usda.gov/nalt/2939_3
Glechomaceae,https://lod.nal.usda.gov/nalt/2939_4
Labiatae,https://lod.nal.usda.gov/nalt/2939_1_4
Melissaceae,https://lod.nal.usda.gov/nalt/2939_2_4
Mellitidaceae,https://lod.nal.usda.gov/nalt/2939_3_4
Menthaceae,0_4
Monardaceae,0_4
Nepetaceae,0_4
Salazariaceae,0_4
Salviaceae,0_4
Saturejaceae,0_4
Scutellariaceae,0_4
Siphonanthaceae,0_4
Stachydaceae,0_4
Symphoremataceae,0_4
Viticaceae,0_4
Cotyledon gracilis,https://lod.nal.usda.gov/nalt/293907
Cotyledon alternans,https://lod.nal.usda.gov/nalt/293909
Cotyledon arborescens,https://lod.nal.usda.gov/nalt/293912
Altamiranoa batesii,https://lod.nal.usda.gov/nalt/293915
Cotyledon batesii,https://lod.nal.usda.gov/nalt/293915_1
Cotyledon coccinea,https://lod.nal.usda.gov/nalt/293918
Echeveria mexicana,https://lod.nal.usda.gov/nalt/293918_1
Cotyledon cristata,https://lod.nal.usda.gov/nalt/293922
Cotyledon fimbriata,https://lod.nal.usda.gov/nalt/293927
Cotyledon fimbriata var. ramosissima,https://lod.nal.usda.gov/nalt/293927_1
Umbilicus ramosissimus,https://lod.nal.usda.gov/nalt/293927_2
Cotyledon glauca,https://lod.nal.usda.gov/nalt/293932
Echeveria glauca,https://lod.nal.usda.gov/nalt/293932_1
Cotyledon grandiflora,https://lod.nal.usda.gov/nalt/293936
Cotyledon malacophylla,https://lod.nal.usda.gov/nalt/293938
Cotyledon iwarenge,https://lod.nal.usda.gov/nalt/293939
Sedum iwarenge,https://lod.nal.usda.gov/nalt/293939_1
Cotyledon laciniata,https://lod.nal.usda.gov/nalt/293943
Kalanchoe faustii,https://lod.nal.usda.gov/nalt/293943_1
Cotyledon laxa var. setchellii,https://lod.nal.usda.gov/nalt/293947
Cotyledon nodulosa,https://lod.nal.usda.gov/nalt/293951
Chiastophyllum oppositifolium,https://lod.nal.usda.gov/nalt/293956
Cotyledon oppositifolia,https://lod.nal.usda.gov/nalt/293956_1
Cotyledon rupestris,https://lod.nal.usda.gov/nalt/293957
Cotyledon umbilicus-veneris,https://lod.nal.usda.gov/nalt/293957_1
Sedum semenovii,https://lod.nal.usda.gov/nalt/293962
Umbilicus semenovii,https://lod.nal.usda.gov/nalt/293962_1
Cotyledon oregonensis,https://lod.nal.usda.gov/nalt/293965
Cotyledon saxosa,https://lod.nal.usda.gov/nalt/293974
Cotyledon sikokiana,https://lod.nal.usda.gov/nalt/293976
Sedum leveilleanum,https://lod.nal.usda.gov/nalt/293976_1
Cotyledon ventricosa,https://lod.nal.usda.gov/nalt/293979
Cotyledon wallichii,https://lod.nal.usda.gov/nalt/293981
Viola ebracteolata,https://lod.nal.usda.gov/nalt/293999
Viola modestula,https://lod.nal.usda.gov/nalt/293999_1
Viola sylvatica var. caspia,https://lod.nal.usda.gov/nalt/294000
Achillea decolorans,https://lod.nal.usda.gov/nalt/294025
Chrysophyllum soboliferum,https://lod.nal.usda.gov/nalt/294046
Ecclinusa brevipes,https://lod.nal.usda.gov/nalt/294046_1
renal adenocarcinoma,https://lod.nal.usda.gov/nalt/294055
renal cell adenocarcinoma,https://lod.nal.usda.gov/nalt/294055_1
renal cell cancer,https://lod.nal.usda.gov/nalt/294055_2
Gossypium barbadense var. darwinii,https://lod.nal.usda.gov/nalt/294086
EC 1.14.11.33,https://lod.nal.usda.gov/nalt/294100
alkylated DNA repair protein,https://lod.nal.usda.gov/nalt/294100_1
cell-matrix adherens junctions,https://lod.nal.usda.gov/nalt/294139
focal contacts,https://lod.nal.usda.gov/nalt/294139_1
Cayratia tenuifolia,https://lod.nal.usda.gov/nalt/294154
Vitis japonica,https://lod.nal.usda.gov/nalt/294154_1
Cissus trifolia,https://lod.nal.usda.gov/nalt/294155
Vitis trifolia,https://lod.nal.usda.gov/nalt/294155_1
Benzoin glaucum,https://lod.nal.usda.gov/nalt/294192
Benzoin salicifolia,https://lod.nal.usda.gov/nalt/294192_1
Lindera glauca var. salicifolia,https://lod.nal.usda.gov/nalt/294192_2
white sturgeon,https://lod.nal.usda.gov/nalt/2942
okapi,https://lod.nal.usda.gov/nalt/294205
Nyssa sylvatica var. biflora,https://lod.nal.usda.gov/nalt/294256
Bombacopsis quinata auct.,https://lod.nal.usda.gov/nalt/294259
Pachira fendleri,https://lod.nal.usda.gov/nalt/294259_1
Pachira quinata auct.,https://lod.nal.usda.gov/nalt/294259_2
Reaumuria (Spermatophyta),https://lod.nal.usda.gov/nalt/294268
Fagus alpina,https://lod.nal.usda.gov/nalt/294273
Fagus nervosa,https://lod.nal.usda.gov/nalt/294273_1
Fagus procera,https://lod.nal.usda.gov/nalt/294273_2
Lophozonia alpina,https://lod.nal.usda.gov/nalt/294273_3
Nothofagus nervosa,https://lod.nal.usda.gov/nalt/294273_4
Nothofagus procera,https://lod.nal.usda.gov/nalt/294273_1_4
Fagus antarctica,https://lod.nal.usda.gov/nalt/294280
Fagus betuloides,https://lod.nal.usda.gov/nalt/294282
Astragalus rubyi,https://lod.nal.usda.gov/nalt/294288
Pteris atropurpurea,https://lod.nal.usda.gov/nalt/294291
Phoradendron flavescens auct.,https://lod.nal.usda.gov/nalt/294296
Phoradendron serotinum,https://lod.nal.usda.gov/nalt/294296_1
Phoradendron tomentosum,https://lod.nal.usda.gov/nalt/294296_2
Phoradendron villosum,https://lod.nal.usda.gov/nalt/294296_3
Viscum leucarpum,https://lod.nal.usda.gov/nalt/294296_4
Viscum serotinum,https://lod.nal.usda.gov/nalt/294296_1_4
Viscum tomentosum,https://lod.nal.usda.gov/nalt/294296_2_4
Viscum villosum,https://lod.nal.usda.gov/nalt/294296_3_4
Menziesia empetriformis,https://lod.nal.usda.gov/nalt/294307
Neillia malvacea,https://lod.nal.usda.gov/nalt/294309
Corynebacterium terpenitabidum,https://lod.nal.usda.gov/nalt/29431
coulter pine,https://lod.nal.usda.gov/nalt/294314
coulter pines,https://lod.nal.usda.gov/nalt/294314_1
Pinus occidentalis Kunth,https://lod.nal.usda.gov/nalt/294324
Pinus laricio var. cebennensis,https://lod.nal.usda.gov/nalt/294327
Pinus laricio var. tenuifolia,https://lod.nal.usda.gov/nalt/294327_1
Pinus nigra ssp. salzmannii,https://lod.nal.usda.gov/nalt/294327_2
Pinus nigra var. cebennensis,https://lod.nal.usda.gov/nalt/294327_3
Pinus nigra var. tenuifolia,https://lod.nal.usda.gov/nalt/294327_4
Pinus pyrenaica,https://lod.nal.usda.gov/nalt/294327_1_4
Pinus ponderosa var. ponderosa,https://lod.nal.usda.gov/nalt/294337
Pinus cembroides var. parryana,https://lod.nal.usda.gov/nalt/294341
Pinus parryana,https://lod.nal.usda.gov/nalt/294341_1
Pinus ayacahuite var. brachyptera,https://lod.nal.usda.gov/nalt/294346
South-western white pine,https://lod.nal.usda.gov/nalt/294346_1
Southwestern white pine,https://lod.nal.usda.gov/nalt/294346_2
Acacia gonoacantha,https://lod.nal.usda.gov/nalt/294349
Piptadenia communis,https://lod.nal.usda.gov/nalt/294349_1
Plantago lagopus,https://lod.nal.usda.gov/nalt/294352
Plantago purshii,https://lod.nal.usda.gov/nalt/294352_1
Prosopis juliflora var. torreyana,https://lod.nal.usda.gov/nalt/294360
Quercus dilatata,https://lod.nal.usda.gov/nalt/294365
Azalea calendulacea,https://lod.nal.usda.gov/nalt/294372
Ledum columbianum,https://lod.nal.usda.gov/nalt/294374
Ledum glandulosum,https://lod.nal.usda.gov/nalt/294374_1
Ledum glandulosum var. columbianum,https://lod.nal.usda.gov/nalt/294374_2
Rhododendron neoglandulosum,https://lod.nal.usda.gov/nalt/294374_3
Rhododendron californicum,https://lod.nal.usda.gov/nalt/294380
Ribes flavum,https://lod.nal.usda.gov/nalt/294384
Salix nigricans,https://lod.nal.usda.gov/nalt/294393
Salix prunifolia,https://lod.nal.usda.gov/nalt/294393_1
Salix hibernica,https://lod.nal.usda.gov/nalt/294396
Salix planifolia subsp. pulchra,https://lod.nal.usda.gov/nalt/294398
Corynebacterium aquaticum,https://lod.nal.usda.gov/nalt/29440
Audibertia dorrii,https://lod.nal.usda.gov/nalt/294401
Didymopanax morototoni,https://lod.nal.usda.gov/nalt/294404
Panax morototoni,https://lod.nal.usda.gov/nalt/294404_1
Amyris polygama,https://lod.nal.usda.gov/nalt/294409
Schinus dentata,https://lod.nal.usda.gov/nalt/294409_1
Schinus dependens,https://lod.nal.usda.gov/nalt/294409_2
Festuca barbata,https://lod.nal.usda.gov/nalt/294414
Schismus calycinus,https://lod.nal.usda.gov/nalt/294414_1
Corticium galactinum,https://lod.nal.usda.gov/nalt/294417
Cassia multijuga,https://lod.nal.usda.gov/nalt/294421
Senna multijuga subsp. multijuga,https://lod.nal.usda.gov/nalt/294421_1
Senna multijuga var. multijuga,https://lod.nal.usda.gov/nalt/294421_2
